date,commits,commit_count,forks,issue,issue_comment,req_closed,req_opened
2013-4-17,23,0,0,0,0,10,
2013-4-18,23,0,1,0,0,1,
2013-4-19,16,0,0,0,0,6,
2013-4-20,12,0,0,0,0,1,
2013-4-21,1,0,0,0,0,0,
2013-4-22,30,0,3,1,2,8,
2013-4-23,24,0,1,0,0,5,
2013-4-24,30,0,0,0,0,12,
2013-4-25,24,0,0,0,0,5,
2013-4-26,23,0,2,0,0,9,
2013-4-27,17,0,1,1,2,5,
2013-4-28,7,0,1,0,0,2,
2013-4-29,15,0,2,0,0,3,
2013-4-30,12,0,1,0,0,2,
2013-5-1,11,0,1,0,0,3,
2013-5-2,19,0,0,0,0,6,
2013-5-3,17,0,0,0,0,7,
2013-5-4,5,0,0,1,8,3,
2013-5-5,2,0,0,1,2,0,
2013-5-6,12,0,1,4,11,3,
2013-5-7,36,0,0,0,0,6,
2013-5-8,23,0,1,0,0,6,
2013-5-9,14,0,0,0,0,1,
2013-5-10,13,0,2,0,0,4,
2013-5-11,6,0,0,0,0,2,
2013-5-12,7,0,1,1,1,11,
2013-5-13,25,0,1,1,2,4,
2013-5-14,12,0,0,0,0,8,
2013-5-15,47,0,4,3,13,7,
2013-5-16,18,0,1,0,0,2,
2013-5-17,37,0,1,1,5,1,
2013-5-18,10,0,1,0,0,0,
2013-5-19,16,0,0,0,0,2,
2013-5-20,16,0,1,0,0,1,
2013-5-21,17,0,2,0,0,3,
2013-5-22,17,0,1,0,0,3,
2013-5-23,13,0,1,0,0,0,
2013-5-24,22,0,1,0,0,5,
2013-5-25,21,0,0,0,0,4,
2013-5-26,3,0,1,0,0,0,
2013-5-27,41,0,1,0,0,7,
2013-5-28,32,0,2,0,0,5,
2013-5-29,44,0,0,0,0,5,
2013-5-30,20,0,0,0,0,5,
2013-5-31,34,0,0,0,0,5,
2013-6-1,6,0,0,0,0,2,
2013-6-2,12,0,0,0,0,2,
2013-6-3,38,0,2,0,0,5,
2013-6-4,11,0,0,2,9,2,
2013-6-5,16,0,2,0,0,0,
2013-6-6,13,0,0,3,3,1,
2013-6-7,14,0,1,0,0,2,
2013-6-8,3,0,0,0,0,0,
2013-6-9,1,0,0,0,0,0,
2013-6-10,29,0,2,0,0,5,
2013-6-11,34,0,1,0,0,12,
2013-6-12,42,0,2,0,0,7,
2013-6-13,24,0,0,0,0,11,
2013-6-14,32,0,2,0,0,12,
2013-6-15,2,0,0,0,0,1,
2013-6-16,4,0,0,0,0,1,
2013-6-17,20,0,0,0,0,4,
2013-6-18,12,0,1,0,0,4,
2013-6-19,17,0,3,0,0,6,
2013-6-20,20,0,1,0,0,6,
2013-6-21,15,0,1,0,0,6,
2013-6-22,1,0,0,0,0,2,
2013-6-23,2,0,2,0,0,0,
2013-6-24,13,0,0,0,0,3,
2013-6-25,23,0,3,0,0,4,
2013-6-26,23,0,1,0,0,3,
2013-6-27,27,0,0,0,0,5,
2013-6-28,40,0,2,0,0,11,
2013-6-29,10,0,0,0,0,9,
2013-6-30,9,0,0,0,0,2,
2013-7-1,36,0,1,0,0,9,
2013-7-2,18,0,1,0,0,4,
2013-7-3,27,0,1,0,0,5,
2013-7-4,16,0,1,0,0,8,
2013-7-5,39,0,3,0,0,14,
2013-7-6,3,0,0,0,0,0,
2013-7-7,4,0,0,0,0,0,
2013-7-8,32,0,1,0,0,10,
2013-7-9,24,0,2,1,2,4,
2013-7-10,30,0,1,0,0,6,
2013-7-11,21,0,1,0,0,5,
2013-7-12,20,0,0,1,1,4,
2013-7-13,5,0,1,0,0,1,
2013-7-14,6,0,1,0,0,4,
2013-7-15,8,0,1,0,0,1,
2013-7-16,26,0,1,0,0,5,
2013-7-17,8,0,0,0,0,4,
2013-7-18,12,0,0,0,0,4,
2013-7-19,18,0,0,0,0,4,
2013-7-20,2,0,1,0,0,1,
2013-7-21,13,0,0,0,0,6,
2013-7-22,35,0,0,0,0,10,
2013-7-23,25,0,2,0,0,5,
2013-7-24,29,0,2,0,0,11,
2013-7-25,17,0,1,0,0,5,
2013-7-26,13,0,0,0,0,2,
2013-7-27,2,0,0,0,0,0,
